Position Y,Position X,Position Z
106155,386489.99,11.65
106135,386485,11.65
106180,386480,11.64
106155,386500,11.6
105908.26,386482.06,11.43
105964.61,386478.62,11.42
106180,386490,11.39
105968.98,386493.48,11.5
105795,386500,11.57
106013.96,386498.66,11.56
106145,386490,11.55
106215,386500,10.65
105715.07,386482.76,9.29
105650,386480,9.27
105679.18,386476.81,9.25
105720.95,386498.6,9.32
105704.76,386478.97,9.36
105736.93,386494,9.36
105696.59,386485.08,9.33
105725.49,386485.96,9.25
106340,386490,9.01
106300,386490,8.95
106310,386490,8.94
105686.15,386497.07,9.11
105675.65,386491.93,9.14
105660,386495,9.14
105670.92,386482.73,9.12
105709.82,386493.65,9.43
106250,386490,10.49
106255,386480,10.41
105730.49,386476.7,10.32
106235,386500,10.52
105761.99,386494.42,10.61
105752.19,386478.5,10.54
106235,386480,10.53
106260,386490,10.08
105685,386485,9.72
105660.97,386480.42,9.58
105699.96,386498.56,9.52
106260,386500,9.77
105741.19,386478.35,9.91
106265,386480,9.9
105750.76,386492.74,9.77
106747.74,386477.58,7.5
106150,386465,11.74
106104.99,386465,11.71
106135.01,386460,11.67
105798.66,386460.45,11.74
105810,386475,11.83
106005.6,386473.73,11.79
105988.06,386452.38,11.75
105993.42,386463.86,11.64
106185,386459.99,11.56
105887.57,386461.37,11.55
105895.51,386473.65,11.53
105841.44,386461.53,11.6
106165,386470,11.61
105895.52,386452.44,11.61
106145,386474.99,11.6
105835,386475,11.83
106130.01,386475,11.95
106125.01,386460,11.92
106100,386455,11.92
105883.8,386450.85,11.96
105944.93,386455.01,11.99
106115,386474.99,11.98
106095,386470,11.98
105809.01,386457.95,11.91
105980.78,386459.45,11.87
105818.58,386464.31,11.86
106003.79,386459.69,11.84
105845.69,386472.31,11.88
105958.08,386463.17,11.9
105858.68,386472.74,11.89
105897.63,386463.78,11.89
106175,386470,11.51
106235,386470,10.74
106250,386455,10.71
106225,386470,10.64
105750.5,386458.89,10.79
106230,386460,10.88
105757.28,386469.39,10.84
106210,386470,10.82
105746.94,386469.31,10.52
106260,386470,10.18
105715,386460,10.05
105733.97,386460.93,10.03
105741.76,386453.79,10.28
106250,386470,10.49
106240,386460,10.42
106260,386460,10.32
106215,386455,10.88
106015.57,386475.17,11.43
105770,386470,11.39
106200,386465,11.38
106175,386460,11.45
106160,386455,11.49
105835.22,386451,11.48
105908.28,386467.77,11.47
106200,386475,11.36
106205,386455,11.03
105778.2,386454.01,11.01
105790.16,386473.29,10.98
105785.21,386462.9,11.05
106190,386469.99,11.34
106150,386455,11.33
105765,386460,11.24
106860,386480,6.16
106870,386490,6.16
106840,386490,6.1
106840,386480,6.29
106870,386500,6.4
106780,386480,6.39
106830,386480,6.33
106819.03,386481.86,6.1
106837.66,386500.22,5.61
105640,386490,5.6
105645,386500,4.69
106850,386480,5.98
106870,386480,6.07
106830,386490,6.04
106815,386495,5.98
106790,386480,6.46
106860,386490,6.91
106749.14,386495.16,6.91
106800,386500,6.88
106800,386480,6.93
106739.43,386492.52,7.25
106880,386490,7.22
106880,386480,7.04
106800,386490,6.82
106850,386500,6.57
106790,386490,6.56
106770,386480,6.54
106780.05,386494.35,6.71
106850,386490,6.79
106754.72,386484.95,6.72
106860,386500,6.72
105973.48,386467.25,12.37
105940,386464.99,12.09
106085,386474.99,12.08
106015,386465,12.07
106025,386465,12.11
105870,386475,12.11
105925,386460,12.11
105856.84,386461.12,12.11
106075,386464.99,12.06
105800.56,386470.34,12.03
106075,386474.99,12.02
105951.7,386473.18,12.01
106115.01,386459.99,12.03
106055.01,386470,12.06
105986.2,386472.93,12.05
106085,386464.99,12.04
106090,386455,12.13
105967.71,386454.2,12.22
106045,386475,12.2
105914.99,386459.99,12.2
106065.01,386470,12.23
105880,386470,12.26
106040,386460,12.24
106025.01,386455,12.23
105867.7,386463.52,12.19
106065,386455,12.15
105930,386475,12.14
105828.58,386461.05,12.13
105905.67,386451.37,12.15
106035.01,386469.99,12.18
106055,386460,12.18
105845.59,386451.05,12.16
106225,386505,10.69
105773.05,386505.74,10.65
106225,386515,10.58
105779.4,386514.75,10.71
106195,386505,10.9
106210,386520,10.78
106205,386510,10.74
106215,386510,10.56
106240,386520,10.04
106250,386515,10.02
105755.59,386502.55,9.87
106250,386505,10.1
106230,386525,10.52
105762.8,386512.59,10.39
106235,386510,10.26
106190,386520,10.94
105923.82,386511.49,11.37
105800,386520,11.32
105813.09,386504.81,11.28
106165,386505,11.37
106140.01,386510,11.46
105790,386510,11.42
105820.21,386518.13,11.38
106135,386525,11.25
106180,386515,11.14
106160.01,386524.99,11.04
105787.09,386522.62,10.96
106175,386525,11.15
106150.01,386525,11.23
106170,386515,11.22
106185,386505,11.17
106250,386525,9.85
106325,386525,8.87
106385.07,386511.93,8.87
106275,386520,8.86
106345,386520,8.89
106374.71,386513.29,8.94
106320,386510,8.94
106295,386510,8.93
106285,386520,8.85
106295,386520,8.72
106370.15,386522.5,8.71
106700.16,386504.7,8.69
106406.03,386514.99,8.73
106310,386510,8.83
106310,386525,8.75
106350,386510,8.75
105693.32,386512.25,9.09
105674.05,386503.29,9.47
105736.22,386519.23,9.39
105742.96,386503.02,9.38
105711.52,386504.89,9.48
105770.66,386521.49,9.85
105707.57,386515.04,9.63
105715.14,386522.97,9.49
105753.15,386515.4,9.37
105685,386525,9.22
105675,386515,9.2
105697.15,386522.48,9.19
105725.34,386517.74,9.26
105730.04,386507.17,9.35
106260,386510,9.35
105684.14,386507.74,9.32
105865,386510,12.01
105900,386515,12.01
105843.64,386519.99,12
105854.89,386507.06,12.08
106100,386505,12.1
105830.49,386518.73,12.08
106085,386509.99,12.08
105870,386520,12
105884.08,386521.08,11.97
106120,386510,11.96
105888.22,386507.84,11.96
106100,386515,11.98
106055,386515,12
105955.01,386509.99,12
106115,386519.99,11.99
105860,386520,12.13
106836.23,386543.92,5.39
106861.22,386549.28,5.28
106825.67,386538.81,5.22
106850,386550,5.4
106770,386550,5.71
106790.25,386540.81,5.67
106810.12,386536.13,5.48
105675,386545,4.9
106069.99,386505,12.14
106010,386525,12.13
105833.99,386506.78,12.13
106090,386525,12.15
105665,386530,4.39
106000,386505,12.27
106065,386515,12.18
106075,386520,11.95
105800,386510,11.66
105810,386520,11.65
106047.12,386524.07,11.65
106036.22,386507.81,11.67
105994.69,386516.16,11.71
105930.23,386503.21,11.7
105935,386515,11.69
106130,386510,11.65
106036.26,386522.09,11.55
105928.15,386525.16,11.55
106150,386515,11.47
105975.43,386505.01,11.57
105977.54,386515.35,11.62
106060,386525,11.61
106022.3,386517.32,11.57
105910,386510,11.72
106005,386514.99,11.91
106105,386525,11.87
105945.01,386510,11.87
105844.45,386509.01,11.92
106000,386525,11.94
105964.99,386520,11.94
105900,386505,11.94
105950.01,386519.99,11.87
106015.61,386509.12,11.77
105939.65,386525.14,11.75
105915.01,386524.99,11.75
106110,386504.99,11.79
106125,386524.99,11.87
105989.2,386507.19,11.86
105875,386510,11.82
106615.39,386521.46,8.68
106080,386490,12.1
105870.15,386497.76,12.09
106070,386495,12.07
105822.86,386477.34,12.1
106080,386500,12.16
105960.33,386487.96,12.12
106120,386494.99,12.11
105850.48,386481.78,12.06
105825,386500,12.03
106115,386485,12.03
106110,386494.99,12.03
106060.01,386500,12.03
105950,386499.99,12.05
106035,386479.99,12.04
105880,386480,12.03
106065,386485,12.18
106790.32,386514.1,5.8
106849.08,386517.63,5.74
106840,386510,5.65
106800,386520,5.86
106810,386510,5.97
106800,386510,5.89
106820,386510,5.87
106814.15,386520.93,5.43
105940.41,386478.39,12.36
105939.99,386489.99,12.29
105984.33,386483.32,12.27
105989.65,386494.41,12.74
106830,386515,5.36
106828.58,386525,5.25
105655,386515,4.92
106090.01,386499.99,12.02
106125,386484.99,11.79
105923.96,386484.89,11.77
105895,386485,11.77
105960,386500,11.79
106040,386494.99,11.85
105838.27,386494.08,11.85
105870.12,386487.41,11.82
106029.18,386499.86,11.75
105780,386480,11.67
106140,386500,11.66
106165,386490,11.65
105880,386490,11.72
106055.01,386489.99,11.75
106190.01,386479.99,11.73
105908.17,386497.89,11.73
105996.83,386479.11,11.88
105820,386490,11.97
106090,386485,11.96
106100,386495,11.96
105890,386495,11.98
105860,386485,12.02
106045,386485,12.01
105880,386500,12
105810,386485,11.93
105832.45,386484.81,11.89
106130,386500,11.89
106050.01,386499.99,11.88
105979.44,386495.69,11.89
106100,386480,11.92
106165,386480,11.91
105855,386495,11.9
106582.38,386500.94,8.44
106660,386510,8.43
106583.76,386515.27,8.41
106650,386520,8.5
106335,386520,8.52
106265,386525,8.52
106619.75,386502.47,8.51
106625.93,386520.64,8.4
106638.52,386515.21,8.34
106420.48,386511.79,8.3
106648.26,386508.09,8.3
106560.38,386516.94,8.34
106430.24,386503.78,8.39
105675,386525,8.36
106592.38,386502.94,8.34
105665,386510,8.53
106406.09,386503.6,8.66
106552.38,386522.94,8.64
106275,386510,8.64
106670,386520,8.66
106363.11,386514.13,8.67
106680,386510,8.67
106335,386510,8.66
106670,386510,8.61
106383.27,386522.42,8.55
106636.02,386525.08,8.55
106566.38,386506.94,8.54
106660,386520,8.55
106610,386510,8.61
106396.01,386513.65,8.6
106285,386505,8.55
106575.98,386524.75,8.28
106785.82,386504.28,6.33
106770,386520,6.2
106897.83,386517.52,6.2
105665,386520,6.38
106740.23,386503.8,6.95
106775.16,386504.38,6.92
106760,386520,6.6
106870,386510,6.11
106780,386520,6
106881.59,386508.01,6
106880,386520,5.99
106860,386520,6.03
106860,386510,6.11
106870,386520,6.09
106839.51,386521.55,6.03
106734.18,386518,7.07
106713.38,386507.87,7.98
106552.38,386508.94,7.94
106720,386520,7.94
106750,386510,8.05
106689.79,386502.11,8.26
106700,386520,8.19
106710,386520,8.05
106541.15,386508.85,7.9
106750,386520,7.52
105655,386505,7.51
106760,386510,7.46
106534.09,386521.65,7.55
106506.78,386514.4,7.84
106522.6,386504.2,7.8
106512.74,386523.68,7.7
105985,386410,12.16
106020,386420,12.14
105883.39,386420.61,12.13
105939.31,386408.34,12.17
105885,386405,12.21
106070.01,386414.99,12.19
106035,386425,12.18
106075,386405,12.13
106107.54,386425.26,12.1
106010,386425,12.1
105995,386410,12.09
106065,386425,12.11
105859.1,386417.47,12.13
105976.85,386417.6,12.12
105809.56,386424.38,12.11
106045.01,386420,12.22
106810,386430,5.39
106861.06,386439.66,5.2
105895.51,386400.99,12.5
106783.38,386441.27,5.44
106850,386440,5.47
106790,386430,5.46
106795.95,386438.6,5.44
105847.02,386402.87,12.5
106055,386425,12.24
105924.59,386415.98,12.22
105898.9,386416.27,12.22
106050,386410,12.25
105915,386420,12.31
106060,386415,12.28
105795.17,386409.56,12.26
105934.05,386419.49,12.09
105793.28,386423.11,11.9
106105.01,386409.99,11.89
106094.33,386413.36,11.88
105966.78,386421.36,11.9
106000,386425,11.94
105868.98,386408.98,11.94
105841.88,386412.19,11.91
105953.9,386420.46,11.85
105820.88,386411.38,11.75
106130,386415,11.75
105802.95,386401.68,11.73
105964.46,386406.31,11.8
106120,386410,11.85
105810.12,386413.39,11.82
105949.85,386404.42,11.82
105826.82,386420.54,11.98
106005,386415,12.06
106035,386415,12.05
106040,386405,12.05
105915,386410,12.07
106025,386405,12.08
106075.01,386424.99,12.08
105774.19,386422.61,12.07
106082,386416.2,12.04
105765,386410,12
105856.94,386407.59,12
106120.01,386420,11.99
105990,386420,12.01
105845.22,386421.73,12.03
106015,386410,12.02
105924.42,386404.33,12.02
106416.95,386435.74,8.09
106712.53,386448.76,8.06
106512.27,386427.75,8.04
106471.91,386450.28,8.17
106691.67,386431.07,8.19
106444.94,386436.81,8.18
106396.79,386439.01,8.17
106680,386450,8.04
106479.59,386443.86,7.8
106578.38,386446.94,7.74
105610,386430,7.74
106491.06,386447.25,7.8
106487.02,386435.93,8.02
106428.28,386436.14,7.99
106376.4,386438.6,7.95
106606.38,386446.94,8.24
106700,386450,8.37
106700,386440,8.37
106680,386430,8.35
106437.09,386443.9,8.38
106670,386430,8.42
106290,386445,8.41
106381.62,386429.66,8.4
106642.38,386448.94,8.34
106715,386432.76,8.3
106648.62,386440.14,8.25
106380.63,386448.23,8.25
106689.49,386445.13,8.32
106618.38,386444.94,8.34
106618.38,386434.94,8.34
106500.29,386429.62,8.34
106596.38,386430.94,7.74
106830,386430,5.8
106830,386440,5.74
106840,386430,5.74
106830,386450,5.81
106810,386450,5.91
105610,386440,5.88
106840,386450,5.87
106840,386440,5.72
106810,386440,5.5
106850,386430,5.49
105600,386430,5.48
106850,386450,5.53
106772.68,386442.43,5.68
106820,386430,5.58
106820,386440,5.57
106870,386450,5.96
106760,386430,7.52
105620,386445,7.48
106738.3,386444.09,7.4
106588.38,386436.94,7.54
106724.2,386444.28,7.73
106501.96,386439.75,7.7
106725.78,386434.06,7.59
106770,386430,7.35
106800,386450,6.04
106820,386450,6.04
106780,386430,6.04
106790,386450,6.34
106735.99,386434.21,7.25
106754.16,386444.89,7.03
106746.09,386436.99,6.65
106173.84,386404.01,11.68
106676.66,386416.44,8.31
106403.91,386403.22,8.29
106463.86,386425.26,8.29
106364.16,386406.22,8.33
106472.26,386418.18,8.36
106646.38,386424.94,8.34
106666.38,386408.94,8.34
106351.59,386416.71,8.29
106457.44,386407.12,8.16
106638.38,386414.94,8.14
106384.54,386408.9,8.14
106716.64,386420.17,8.22
106674.38,386400.94,8.24
106616.38,386420.94,8.24
106644.38,386400.94,8.24
106417.13,386400.56,8.37
106498.7,386409.83,8.55
106682.38,386406.94,8.54
106634.38,386424.94,8.54
106407.91,386415.91,8.58
106630.38,386408.94,8.64
106305,386405,8.61
106438.33,386408.72,8.6
106690,386420,8.52
106338.3,386410.67,8.41
106442.09,386425.03,8.4
106700,386420,8.37
106487.76,386417.29,8.42
106654.38,386412.94,8.44
106626.38,386418.94,8.44
106368.82,386417.01,8.43
106521.02,386406.81,8.09
106790,386420,6.07
106780,386410,5.91
106790,386410,5.9
106740.53,386423.99,6.3
106750,386410,6.82
106780,386420,6.75
106735.63,386414.71,6.53
106830,386420,5.84
106803.68,386407.04,5.6
106820,386420,5.59
106826.27,386401.07,5.54
106850,386410,5.64
106840,386410,5.76
106840,386420,5.76
106770.02,386417.46,5.64
106738.06,386400.8,6.9
106517.82,386416.35,7.87
106710,386410,7.74
106537.93,386409.18,7.72
106728.6,386423.69,7.92
106656.38,386402.94,8.04
106451.24,386420.74,8.01
106393.65,386417.81,7.95
106760,386420,7.68
106750,386420,7.22
105590,386410,7.16
106728.15,386404.88,6.98
105600,386420,7.23
106606.38,386420.94,7.64
106620.38,386410.94,7.64
106529.51,386417.53,7.33
105735,386410,10.93
105757.15,386421.64,10.82
105746.49,386408.9,10.74
106215,386405,10.94
106240,386410,10.98
106250,386410,10.98
106230,386420,10.95
106255,386420,10.69
105706.31,386403.81,9.92
105620,386415,9.9
105709.49,386419.37,9.88
105722.26,386422.85,10.21
106260,386410,10.56
106265,386420,10.41
105719.73,386412.09,10.34
106205,386410,11.02
106163.3,386407.07,11.51
106143.48,386419.7,11.49
106143.49,386408.82,11.46
106188.94,386413.31,11.52
106135.64,386401.42,11.58
105784.08,386418.68,11.55
105872.78,386418.76,11.55
106153.51,386411.5,11.4
106230,386410,11.15
106200,386425,11.13
106210,386419.99,11.05
106245,386425,11.18
106171.05,386416.55,11.39
106151.48,386401.05,11.35
105745,386420,11.25
105687.73,386410.91,9.86
106433.2,386420.23,8.81
106310,386425,8.79
106481.09,386407.66,8.79
105610,386420,8.85
106315,386405,9.04
106305,386415,8.98
106285,386425,8.85
106345,386425,8.79
106700.38,386400.94,8.74
106325,386405,8.74
106379.75,386417.69,8.68
106662.38,386418.94,8.74
106315,386415,8.78
106325,386420,8.76
106425.33,386409.79,8.76
105600,386410,9.05
105631.27,386409.71,9.47
105670.99,386408.87,9.43
105640.42,386414.64,9.37
105672.53,386418.85,9.47
105698.26,386423.05,9.71
105698.66,386411.52,9.7
105610,386410,9.69
105660.96,386411.1,9.35
105652.33,386420.52,9.17
106295,386420,9.11
106275,386420,9.07
105640.42,386402.66,9.18
105662.4,386421.95,9.25
105623.7,386425.03,9.24
105648.87,386409.2,9.21
106800,386470,6.78
106880,386470,6.74
106760,386460,6.7
106746.07,386451.36,6.88
106568.38,386452.94,7.64
106740,386460,7.43
106890.82,386469.44,7.1
105620,386455,6.69
106840,386470,6.34
106820,386470,6.34
106830,386470,6.29
106810,386460,6.35
106790,386470,6.48
106820,386460,6.42
106810,386470,6.4
106740,386470,7.64
106705.26,386463.59,8.02
106664.39,386469.52,8
106677.58,386465.72,7.99
106425.85,386460.68,8.02
106412.24,386460.51,8.08
106683.93,386474.97,8.07
106590.38,386458.94,8.04
106480.55,386456.7,7.96
106578.38,386464.94,7.84
106552.56,386474.65,7.8
106574.38,386474.94,7.74
106730,386460,7.86
106647.94,386469.31,7.95
106566.38,386462.94,7.94
106722.28,386467.67,7.89
106800,386460,6.25
105956.22,386450.04,12.26
105943.98,386429.86,12.24
106050,386450,12.23
105841.59,386440.46,12.26
105867.1,386428.58,12.31
105915.01,386440,12.3
105920,386430,12.29
105774.13,386443.61,12.23
105936.26,386437.08,12.19
105910,386430,12.18
106015.01,386435,12.17
105900.73,386441.63,12.19
105925,386450,12.22
105936.22,386450.05,12.21
106035,386449.99,12.19
106025.01,386435,12.31
106840,386460,6.1
106780,386470,6.08
106830,386460,6.05
106850,386470,6.1
106870,386470,6.17
106764.67,386450.42,6.15
106790,386460,6.12
106770,386470,5.98
106776.96,386451.68,5.54
106864.37,386458.78,5.2
106010,386445,12.38
106860,386470,5.71
106759.44,386472.47,5.93
106850,386460,5.88
106770,386460,5.72
105640,386470,9.03
105656.03,386461.4,9.03
105648.39,386452.99,8.93
106300,386475,9.03
105666.01,386471.52,9.04
106310,386455,9.04
105630,386455,9.04
106320,386455,8.91
106285,386470,8.81
106340,386470,8.81
106320,386465,8.8
106280,386455,8.82
106355,386475,8.9
106325,386475,8.87
106340,386460,8.86
106310,386465,9.16
106371.34,386455.21,9.39
105697.5,386452.52,9.37
106270,386455,9.36
105640,386460,9.55
105725.83,386467.15,9.71
105650,386470,9.63
106270,386465,9.55
105704.33,386460.32,9.3
105663.46,386453.83,9.19
105675.77,386455.42,9.18
106427.34,386471.79,9.18
105685.21,386465.3,9.22
105690.12,386474.26,9.29
105686.8,386452.23,9.29
105711.37,386470.74,9.25
106350,386465,8.77
105630,386465,8.3
106381.68,386462.82,8.27
106449.23,386470.91,8.25
106614.38,386474.94,8.34
106604.38,386460.94,8.44
106630.38,386458.94,8.34
106622.38,386464.94,8.34
106584.38,386472.94,8.24
106714.13,386473.56,8.11
106403.92,386452.93,8.09
106654.14,386460.3,8.09
